"","group_name","subcategory","item","item_description"
"391","Armor","Leggings","Drakekeeper Boots","""Giant onyx armor boots.Something dark indeed eats away at the drakekeepers, eternal guardians of the shrine.""  "
"392","Armor","Leggings","Drangleic Leggings","""Traditional Drangleic Leggings. Belonged to Captain Drummond.Drummond's ancestors have served Drangleic for generations, principally as defenders of the great fort, but Captain Drummond is the last in this proud line.""  "
"393","Armor","Leggings","Elite Knight Leggings","""Leggings made of bradden steel. Provides sturdy defense, making it an old-time favorite of elite knights.""Bradden steel is used widely in Drangleic. This fine alloy is made from ores mined in the southern kingdom.""  "
"394","Armor","Leggings","Executioner Leggings","""Leggings worn by the executioner of the Undead Purgatory. The spikes are designed to evoke fear.The executioner mercilessly put down countless Undead, but how could he know that it was never his own will, but that of the chariot horse?""  "
"395","Armor","Leggings","Falconer Boots","""Leggings worn by the Volgen Falconers.""""Domestic Volgen soldiers are infamously timid, so it is no wonder that this fierce band of mercenary falconers was hired to compensate.In practice they serve as bodyguards for the affluent elite, and they serve well, such that nobody dares scrutinize their backgrounds.""  "
"396","Armor","Leggings","Faraam Boots","""Boots worn by the Forossa Lion Knights. The mighty Lion Knights, worshippers of the war god Faraam, wore heavy armor and were feared for their nimble two-handed swordplay. But their legacy was cut short with the fall of Forossa."""
"397","Armor","Leggings","Flying Feline Boots","""Boots crafted with brown fur. Absorb shock and reduce fall damage. These boots, used in a celebrative festival, are light, rugged, and retain warmth.""  "
"398","Armor","Leggings","Grave Warden Bottoms","""Leggins worn by wardens of this crypt.""""The wardens of the crypt watch over the slumbering dead, making sure they are not awoken. Be they king or peasant, wise or dull, rich or poor, the wardens treat them all with the same care.""  "
"399","Armor","Leggings","Gyrm Boots","""Leggings of the nomadic Gyrm. Excellent poise but heavy""""The stocky Gyrm are kind-natured, but humans deemed them impure, and drove them underground.""  "
"400","Armor","Leggings","Gyrm Warrior Boots","""Warrior leggings of the nomadic Gyrm. Excellent poise and defense, but very heavy.Most Gyrm descendants refuse contact with outsiders, and live with a sense of deep contempt for those who exiled them""  "
"401","Armor","Leggings","Hard Leather Boots","""Helmet made of iron.""""Armor/Gauntlets/Boots made of sturdy leather.A commonplace piece of armor. No embellishments. Very solid.""  "
"402","Armor","Leggings","Havel%27s Leggings","""The origin of the name Havel is not clear. Some say it was the warrior who wore the armor, but others say that it was the name of a great kingdom ruined in a barbaric war.""  "
"403","Armor","Leggings","Heide Knight Leggings","""Leggings worn by Heide Knights""""Whether Heide refers to a kingdom or was just a name for the land is not clear, for no records date back far enough to tell.All that is known is that the Way of Blue has its origins in Heide, and that Heide was later subsumed by the sea.""  "
"404","Armor","Leggings","Hexer's Boots","""Armor worn by a hexer. Belonged to Felkin the Outcast.Those who have a taste of dark are drawn into its vortex and rarely return.Perhaps it appeals to something deep within the human soul..""  "
"405","Armor","Leggings","Imperious Leggings","""Helmet/Armor/Gauntlets,Leggings worn by once-proud knights.Relics of a party who long ago attempted to conquer the Undead Crypt.For this sin their deaths have been postponed, so they may serve as crypt sentries."""
"406","Armor","Leggings","Imported Trousers","""Hemp hood that fully covers the face. Provides protection from the elements, and little more.""""Traveler's tunic/manchettes/trousers. Won't provide much in the way of protection.The cursed souls who wander the lands have a strange way of ending up here, as if drawn from afar by some force."""
"407","Armor","Leggings","Infantry Boots","""Boots are worn by Drangleic infantry.Apiece of basic, minimal equipment. At least it's light and easy-to-use."""
"408","Armor","Leggings","Insolent Boots","""Leggings worn by once-proud clerics.Relics of a party who long ago attempted to conquer the Undead Crypt.For this sin their deaths have been postponed, so they may serve as crypt sentries."""
"409","Armor","Leggings","Ironclad Leggings","""Leggings worn by Ironclad Soldiers. Provides high defense, but is so heavy that it requires great strength to move""""The Ironclad Soldiers were minions created by the Old Iron King, their life granted by an enchantment of souls. By now this is again an iron husk, and fit to wear."""
"410","Armor","Leggings","Jester%27s Tights","""A boldly-colored jester's cap/robe/gloves/tights. A nice bit of fun to try on...""""Jesters are more than festival fixtures; some have a second face, hidden from public view."""
"411","Armor","Leggings","King%27s Leggings","""Leggings of Vendrick, King of Drangleic."
"412","Armor","Leggings","Leather Boots","""Boots made from soft leather. A commonplace piece of equipment.Few embellishments."""
"413","Armor","Leggings","Lion Mage Skirt","""Skirt worn by Lion Clan mages."
"414","Armor","Leggings","Llewellyn Shoes","""Shoes reinforced with rare geisteel. Excellent defensive gear that is both light and sturdy."""
"415","Armor","Leggings","Looking Glass Leggings","""Leggings worn by the Looking Glass Knight. Made of metal, but has high lightning defense.Those who wish to serve the king as loyal warriors must take the King's Passage and face the Looking Glass Knight.Those who fail the test are sacrificed by the merciless specular monstrosity."""
"416","Armor","Leggings","Lucatiel's Trousers","""Worn by knights while on travel. Belonged to Lucatiel of Mirrah. Only those who have distinguished themselves on the battlefield were admitted into the elite ranks of Mirrah's official order of knights. It is common to hear of a peasant's dream of striving for knighthood as an escape from hardship, but who would ever think it possible?"""
"417","Armor","Leggings","Mad Warrior Leggings","""King Vendrick called upon powers from beyond his borders in an attempt to stave off the curse. Perhaps they belonged to one of his guests."""
"418","Armor","Leggings","Manikin Boots","""Leggings of the Manikins of Harvest Valley. A fickle queen gave them life and tore off their faces. How else could she forgive those who dared gaze upon her?"""
"419","Armor","Leggings","Mastodon Leggings","""Leggings worn by the Primal Knights of Drangleic castle.Their weight would normally crush a man, but the Primal Knights wear them as if they were silk, so fearsome is their brutal strength.The King restored a forbidden, long-lost art to create these inhuman abominations."""
"420","Armor","Leggings","Monastery Skirt","""A traditionally sacred skirt crafted at Lindelt Monastery. Made of lightweight, flowing white fabric."
"421","Armor","Leggings","Moon Butterfly Skirt","""Skirt made from wings of the rare moon butterfly. Poisons those who approach its wearer. Also extends jump distance.Little is known about the moon butterfly, which only appears on full-moon nights in winter. Some say the butterfly is a magical being, and its larvae have never once been spotted.""Effects: Poisons nearby foes Increases length of jump"
"422","Armor","Leggings","Old Ironclad Leggings","""Old armor worn by ironclad soldiers. Boasts high defence, but extremely heavy.One day, warriors wearing decrepit armor emerged from drangleic castle, and quietly assumed positions amongst the royal army.not one of them ever spoke a word, or revealed the face under the mask."""""
"423","Armor","Leggings","Old Knight Leggings","""Old undated Leggings.How old could this nearly-crumbling armor be?Has extremely low durability.Sometimes, just as a thing falls to pieces, it unleashes its last flash of great power..."""
"424","Armor","Leggings","Pate's Trousers","""Although it appears to be common armor, it has in fact been meticulously customized. Belonged to mild-mannered Pate.This has been considerably altered. Perhaps it was pillaged."""
"425","Armor","Leggings","Peasant Set","Hat commonly worn by peasants. Designed to block sunlight, more fit for farming than fighting.Attire/long gloves/trousers commonly worn by peasants. Normal workwear, more fit for farming than fighting."
"426","Armor","Leggings","Priestess Skirt","""Robe worn by Drangleic clerics.""""The clerics of Drangleic have retained their status throughout the ages, but were always at arms length from the royal family, as if their existence was little more than a formality.""""It is customary for clerics to wear different garb depending on their area, but the reason for this practice is unknown...This is a woman's robe."""
"427","Armor","Leggings","Prisoner%27s Waistcloth","""Rags worn by imprisoned Hollows. This appears to have been worn on the head (body, arms, hip).Judging by its looks and apparent virtues, this really is no more than a tattered scrap of cloth. It still carries the stench of a Hollow."""
"428","Armor","Leggings","Royal Soldier Leggings","""Royal Drangleic soldier leggings.Equipment crafted by the royal blacksmith. Finely polished and ready for battle."""
"429","Armor","Leggings","Royal Swordsman Leggings","""Armor of a royal swordsman. Its shape provides defense while allowing great mobility. Stripped of ornamentation, this particular helm/armor is designed strictly for battle.King Vendrick supplied his bravest men with the best armor available to face the great giants, but very few returned alive."""
